123422323	20210318	13274318477598356307	460088132605907	8688132605907	10
101842918	20210318	71199921271512659601	46003594157637	863594157637	10
101842918	20210318	17850898416557824558	460070262357429	8670262357429	10
101842918	20210318	8324411216972682023	460041063749100	8641063749100	10
101842918	20210318	62656809417594304110	460088176931483	8688176931483	10
101842918	20210318	81245601046422944481	460015163103827	8615163103827	10
101842918	20210318	53394652866570609956	460077521497705	8677521497705	10
101842918	20210318	84538502400162412206	460061128080421	8661128080421	10
101842918	20210318	57537724383966560659	460021764505561	8621764505561	10
101842918	20210318	19401561457103348449	460085082618102	8685082618102	10
101842918	20210318	25191133574535532646	460093567731549	8693567731549	10
101842918	20210318	48244578045460930048	460046897769742	8646897769742	10
101842918	20210318	98710042190290571528	460053200046342	8653200046342	10
101842918	20210318	88431649480272887428	460034783933263	8634783933263	10
101842918	20210318	52065511167213967425	460022670770020	8622670770020	10
101842918	20210318	45361191952578859297	46006454159940	866454159940	10
101842918	20210318	81848474697724142985	460043910262286	8643910262286	10
101842918	20210318	22887154200763610469	460045271567080	8645271567080	10
101842918	20210318	47156980599422003487	460068815135480	8668815135480	10
101842918	20210318	60266704189081524144	46009916338087	869916338087	10
101842918	20210318	40125937571893148145	460059524505971	8659524505971	10
101842918	20210318	13563733342706227250	46001362026516	861362026516	10
101842918	20210318	94802922611615398625	460091269553241	8691269553241	10
101842918	20210318	29620103265516215879	460078276123114	8678276123114	10
101842918	20210318	50166512408923475026	460012659726753	8612659726753	10
101842918	20210318	46918186659567533531	460066830017144	8666830017144	10
101842918	20210318	21547098534027165895	460098920414329	8698920414329	10
101842918	20210318	48477674267269264526	460021613028028	8621613028028	10
101842918	20210318	10739194816540013426	460053134239465	8653134239465	10
101842918	20210318	79745629195183673227	460082508796263	8682508796263	10
101842918	20210318	5534858083287379182	460034915058518	8634915058518	10
101842918	20210318	75161073814342914302	460089400561873	8689400561873	10
101842918	20210318	15362445970000451994	460036709035600	8636709035600	10
101842918	20210318	62805523601857393645	460071035694794	8671035694794	10
101842918	20210318	31178415336286978291	460055844078066	8655844078066	10
101842918	20210318	18707919673451769980	460067978616559	8667978616559	10
101842918	20210318	36972016934805471744	460035438443867	8635438443867	10
101842918	20210318	25758348135270331437	460087675904277	8687675904277	10
101842918	20210318	47492344684563106674	460030219971220	8630219971220	10
101842918	20210318	43468930357817312416	46002270426539	862270426539	10
